"HID"	"X"	"Y"
51318	15.707099	-4.691067
51319	16.102248	-3.912267
51320	16.496504	-3.132294
51321	16.890043	-2.351113
51322	17.28304	-1.56869
51323	17.675666	-0.784995
51324	18.068097	0
51325	18.476718	0.785662
51326	18.886775	1.571511
51327	19.298263	2.357836
51328	19.711133	3.144972
51329	20.125276	3.933315
51330	20.54051	4.72333
51331	20.956545	5.515575
51332	21.372955	6.310718
51333	21.789123	7.109571
51334	22.204169	7.913128
51335	22.616845	8.722615
51336	23.025378	9.539562
51337	23.427245	10.3659
51338	23.818812	11.204085
51339	24.194795	12.057279
51392	13.311466	-9.858495
51393	13.716254	-9.086164
51394	14.118986	-8.313036
51395	14.519851	-7.539017
51396	14.919033	-6.764035
51397	15.316717	-5.988027
51398	15.713082	-5.210941
51399	16.108307	-4.432734
51400	16.502568	-3.653365
51401	16.896039	-2.8728
51402	17.288896	-2.091006
51403	17.681312	-1.307955
51404	18.073459	-0.523618
51405	18.470918	0.261957
51406	18.880135	1.047909
51407	19.290775	1.834198
51408	19.702809	2.621135
51409	20.116156	3.409085
51410	20.530669	4.198478
51411	20.946111	4.989821
51412	21.362126	5.783723
51413	21.778194	6.580919
51414	22.193576	7.382298
51415	22.607225	8.188958
51416	23.017658	9.002252
51417	23.422782	9.823877
51418	23.819605	10.655976
51419	24.203826	11.501285
51473	13.31555	-10.374889
51474	13.72089	-9.603082
51475	14.124092	-8.830489
51476	14.52535	-8.057015
51477	14.924849	-7.282585
51478	15.322776	-6.507138
51479	15.71931	-5.730622
51480	16.114632	-4.952993
51481	16.508918	-4.174214
51482	16.902344	-3.39425
51483	17.295083	-2.61307
51484	17.68731	-1.830646
51485	18.079198	-1.04695
51486	18.470918	-0.261957
51487	18.873896	0.524081
51488	19.283689	1.310398
51489	19.694878	2.097213
51490	20.107408	2.884862
51491	20.521162	3.673742
51492	20.935948	4.464319
51493	21.351469	5.257148
51494	21.767289	6.052895
51495	22.182785	6.852363
51496	22.597075	7.656534
51497	23.008916	8.466613
51498	23.416559	9.2841
51499	23.81753	10.110873
51500	24.208296	10.949313
51501	24.583766	11.802463
51555	13.725666	-10.119875
51556	14.129359	-9.347813
51557	14.531029	-8.574876
51558	14.930866	-7.800989
51559	15.329055	-7.026092
51560	15.725779	-6.250133
51561	16.121219	-5.473071
51562	16.515552	-4.694867
51563	16.908953	-3.915488
51564	17.301597	-3.134905
51565	17.693657	-2.35309
51566	18.085307	-1.570017
51567	18.476718	-0.785662
51568	18.868065	0
51569	19.277012	0.786407
51570	19.687353	1.57317
51571	20.09905	2.360603
51572	20.512016	3.149072
51573	20.926095	3.939005
51574	21.341041	4.730912
51575	21.756489	5.525397
51576	22.171915	6.323188
51577	22.586574	7.125169
51578	22.999419	7.932416
51579	23.408985	8.74626
51580	23.813209	9.568358
51581	24.209174	10.40079
51582	24.592715	11.246202
51583	24.95781	12.107978
51635	13.730579	-10.636568
51636	14.134783	-9.865034
51637	14.536885	-9.092628
51638	14.937079	-8.319276
51639	15.335551	-7.544917
51640	15.732486	-6.769503
51641	16.128064	-5.992992
51642	16.522464	-5.215348
51643	16.915862	-4.436539
51644	17.308432	-3.656536
51645	17.700348	-2.875314
51646	18.091782	-2.092846
51647	18.482908	-1.309109
51648	18.873896	-0.524081
51649	19.270754	0.262196
51650	19.680244	1.048974
51651	20.091098	1.836269
51652	20.503252	2.624419
51653	20.916583	3.413821
51654	21.330888	4.204941
51655	21.745864	4.998333
51656	22.161067	5.794657
51657	22.575869	6.59471
51658	22.989387	7.39946
51659	23.400387	8.210093
51660	23.807141	9.028076
51661	24.207226	9.855239
51662	24.597207	10.693889
51663	24.972178	11.546961
51712	12.090827	-14.231096
51713	12.506328	-13.462156
51714	12.918819	-12.693023
51716	13.735626	-11.153193
51717	14.140359	-10.382182
51718	14.542913	-9.610301
51719	14.943483	-8.837474
51720	15.342258	-8.063643
51721	15.739423	-7.288761
51722	16.135161	-6.512787
51723	16.529649	-5.735687
51724	16.923065	-4.957431
51725	17.315583	-4.177991
51726	17.707376	-3.397342
51727	18.098619	-2.61546
51728	18.489481	-1.832323
51729	18.880135	-1.047909
51730	19.270754	-0.262196
51731	19.673562	0.524594
51732	20.083566	1.311823
51733	20.494891	2.09974
51734	20.90744	2.888714
51735	21.321051	3.679171
51736	21.73547	4.471621
51737	22.150325	5.266665
51738	22.565084	6.065026
51739	22.979	6.867574
51740	23.391032	7.675373
51741	23.799726	8.489727
51742	24.203056	9.312253
51743	24.598176	10.144976
51744	24.981052	10.990451
51793	12.092958	-14.745606
51794	12.509359	-13.977169
51795	12.922653	-13.208559
51796	13.333061	-12.439493
51797	13.7408	-11.669782
51798	14.146081	-10.899293
51799	14.549106	-10.127929
51800	14.950071	-9.355618
51801	15.349169	-8.582303
51802	15.746585	-7.807939
51803	16.142502	-7.032486
51804	16.5371	-6.255914
51805	16.930555	-5.478193
51806	17.323043	-4.699298
51807	17.714737	-3.919204
51808	18.105809	-3.137889
51809	18.496431	-2.355331
51810	18.886775	-1.571511
51811	19.277012	-0.786407
51812	19.667315	0
51813	20.076466	0.787231
51814	20.486948	1.574995
51815	20.898691	2.363634
51816	21.311563	3.153543
51817	21.725356	3.945188
51818	22.139758	4.739121
51819	22.554319	5.535997
51820	22.968407	6.336606
51821	23.381139	7.141902
51822	23.791288	7.953051
51823	24.197154	8.771489
51824	24.596361	9.598999
51825	24.985572	10.437819
51826	25.360055	11.290778
51872	11.674381	-16.028303
51873	12.095139	-15.260064
51874	12.51246	-14.492156
51875	12.926573	-13.724087
51876	13.337709	-12.955559
51877	13.746093	-12.186376
51878	14.151939	-11.416405
51879	14.555454	-10.645552
51880	14.956835	-9.873746
51881	15.356275	-9.100934
51882	15.753963	-8.327072
51883	16.150081	-7.552125
51884	16.544809	-6.776063
51885	16.938326	-5.998858
51886	17.330806	-5.220488
51887	17.722422	-4.440929
51888	18.113347	-3.66016
51889	18.503752	-2.878162
51890	18.893809	-2.094914
51891	19.283689	-1.310398
51892	19.673562	-0.524594
51893	20.069808	0.262461
51894	20.479439	1.050146
51895	20.890356	1.838537
51896	21.302454	2.628001
51897	21.715565	3.418967
51898	22.129426	4.211941
51899	22.54366	5.007521
51900	22.95773	5.806423
51901	23.370887	6.609509
51902	23.782093	7.417825
51903	24.189912	8.23265
51904	24.592353	9.055565
51905	24.986638	9.888536
51906	25.368862	10.734037
51953	11.67556	-16.542228
51954	12.097368	-15.774503
51955	12.515622	-15.007158
51956	12.930569	-14.239653
51957	13.342449	-13.471674
51958	13.751494	-12.703021
51959	14.157923	-11.933565
51960	14.561945	-11.163213
51961	14.963761	-10.3919
51962	15.363565	-9.619576
51963	15.761545	-8.8462
51964	16.157885	-8.07174
51965	16.552767	-7.296169
51966	16.946367	-6.519461
51967	17.338861	-5.741595
51968	17.730422	-4.96255
51969	18.121223	-4.182306
51970	18.511435	-3.400845
51971	18.901229	-2.618148
51972	19.290775	-1.834198
51973	19.680244	-1.048974
51974	20.069808	-0.262461
51975	20.472377	0.525159
51976	20.882452	1.313383
51977	21.293749	2.102498
51978	21.706131	2.892899
51979	22.11938	3.685051
51980	22.53318	4.479504
51981	22.947074	5.276908
51982	23.360427	6.078044
51983	23.772358	6.883854
51984	24.181651	7.695483
51985	24.586628	8.514337
51986	24.984964	9.342154
51987	25.373417	10.181105
51988	25.74742	11.033921
52035	12.099638	-16.288965
52036	12.518837	-15.522227
52037	12.934628	-14.755312
52038	13.347265	-13.987894
52039	13.756986	-13.219773
52040	14.164016	-12.450826
52041	14.568565	-11.680965
52042	14.970836	-10.910131
52043	15.371024	-10.138277
52044	15.769318	-9.365368
52045	16.165903	-8.591375
52046	16.560959	-7.816273
52047	16.954666	-7.04004
52048	17.347197	-6.262656
52049	17.738727	-5.484102
52050	18.129428	-4.70436
52051	18.519471	-3.923414
52052	18.909026	-3.141244
52053	19.298263	-2.357836
52054	19.687353	-1.57317
52055	20.076466	-0.787231
52056	20.465773	0
52057	20.874997	0.788133
52058	21.28547	1.576986
52059	21.697085	2.366927
52060	22.109663	3.158385
52061	22.522938	3.951863
52062	22.936525	4.747956
52063	23.349883	5.547374
52064	23.762263	6.350968
52065	24.172633	7.159767
52066	24.579572	7.975027
52067	24.981126	8.798291
52068	25.374586	9.631473
52069	25.756168	10.476965
52070	26.12054	11.337783
52115	12.10194	-16.803507
52116	12.522088	-16.037432
52117	12.93873	-15.271137
52118	13.352135	-14.504291
52119	13.762548	-13.736702
52120	14.170195	-12.968254
52121	14.575291	-12.19887
52122	14.978038	-11.428495
52123	15.378633	-10.657092
52124	15.777264	-9.884627
52125	16.174117	-9.111078
52126	16.569373	-8.336421
52127	16.963209	-7.560638
52128	17.355802	-6.783711
52129	17.747325	-6.005624
52130	18.13795	-5.226359
52131	18.527848	-4.445902
52132	18.917189	-3.664236
52133	19.306142	-2.881345
52134	19.694878	-2.097213
52135	20.083566	-1.311823
52136	20.472377	-0.525159
52137	20.868003	0.262751
52138	21.277636	1.051425
52139	21.688453	1.841003
52140	22.100311	2.631881
52141	22.512987	3.424523
52142	22.926157	4.219475
52143	23.33936	5.017383
52144	23.751959	5.819019
52145	24.163075	6.625311
52146	24.571503	7.437387
52147	24.97559	8.25662
52148	25.373062	9.084707
52149	25.760766	9.923753
52150	26.134295	10.776395
52196	12.104255	-17.318215
52197	12.525347	-16.55287
52198	12.942844	-15.787225
52199	13.357027	-15.020958
52200	13.768146	-14.253894
52201	14.176431	-13.48593
52202	14.582095	-12.717001
52203	14.985342	-11.947063
52204	15.386368	-11.176083
52205	15.785361	-10.404036
52206	16.182507	-9.630902
52207	16.577987	-8.856663
52208	16.971979	-8.081303
52209	17.36466	-7.304806
52210	17.756201	-6.527158
52211	18.146775	-5.748343
52212	18.536554	-4.968349
52213	18.925706	-4.187159
52214	19.314401	-3.40476
52215	19.702809	-2.621135
52216	20.091098	-1.836269
52217	20.479439	-1.050146
52218	20.868003	-0.262751
52219	21.270263	0.525775
52220	21.68026	1.315079
52221	22.091357	2.105484
52222	22.503373	2.897417
52223	22.916032	3.691381
52224	23.328947	4.487965
52225	23.741572	5.287874
52226	24.153158	6.091947
52227	24.56268	6.901198
52228	24.968736	7.716858
52229	25.369405	8.540435
52230	25.762046	9.373791
52231	26.142995	10.219242
52232	26.507123	11.079695
52277	12.106546	-17.833222
52278	12.528567	-17.068682
52279	12.946917	-16.303712
52280	13.361889	-15.53802
52281	13.773734	-14.771462
52282	14.18268	-14.003955
52283	14.588938	-13.23545
52284	14.992712	-12.465915
52285	15.394196	-11.695326
52286	15.793579	-10.923663
52287	16.191046	-10.150912
52288	16.586779	-9.377058
52289	16.980955	-8.602088
52290	17.373749	-7.82599
52291	17.765336	-7.04875
52292	18.155887	-6.270356
52293	18.545573	-5.490796
52294	18.934563	-4.710054
52295	19.323027	-3.928118
52296	19.711133	-3.144972
52297	20.09905	-2.360603
52298	20.486948	-1.574995
52299	20.874997	-0.788133
52300	21.263367	0
52301	21.672524	0.789113
52302	22.082829	1.579143
52303	22.494132	2.370483
52304	22.906205	3.163598
52305	23.318718	3.959029
52306	23.731207	4.757417
52307	24.143032	5.559526
52308	24.553319	6.366272
52309	24.960875	7.17876
52310	25.364071	7.998338
52311	25.760682	8.826658
52312	26.147644	9.665766
52313	26.520703	10.518209
52314	26.873895	11.387188
52357	12.108736	-18.34876
52358	12.531658	-17.585091
52359	12.950865	-16.820795
52360	13.366644	-16.055648
52361	13.779241	-15.289553
52362	14.188878	-14.522458
52363	14.595764	-13.754331
52364	15.000098	-12.985153
52365	15.402074	-12.21491
52366	15.801881	-11.443589
52367	16.199702	-10.67118
52368	16.595718	-9.897672
52369	16.990108	-9.123055
52370	17.383047	-8.34732
52371	17.774709	-7.570454
52372	18.165265	-6.792447
52373	18.554886	-6.013287
52374	18.943743	-5.232962
52375	19.332002	-4.451459
52376	19.719835	-3.668763
52377	20.107408	-2.884862
52378	20.494891	-2.09974
52379	20.882452	-1.313383
52380	21.270263	-0.525775
52381	21.665263	0.263066
52382	22.074749	1.05281
52383	22.485298	1.843665
52384	22.896721	2.636058
52385	23.308737	3.430489
52386	23.720954	4.227543
52387	24.132825	5.027918
52388	24.543601	5.832443
52389	24.952264	6.642114
52390	25.357431	7.458141
52391	25.757218	8.281996
52392	26.149046	9.115491
52393	26.529367	9.960872
52394	26.893247	10.820941
52438	12.110638	-18.865282
52439	12.534444	-18.102473
52440	12.954533	-17.338776
52441	13.371162	-16.574089
52442	13.784559	-15.808372
52443	14.194936	-15.041609
52444	14.602495	-14.273788
52445	15.007435	-13.504902
52446	15.409946	-12.734945
52447	15.810216	-11.96391
52448	16.208429	-11.191792
52449	16.604767	-10.418582
52450	16.999406	-9.644274
52451	17.392523	-8.868859
52452	17.784292	-8.092328
52453	18.174885	-7.31467
52454	18.564473	-6.535875
52455	18.953225	-5.755932
52456	19.341311	-4.974828
52457	19.728898	-4.19255
52458	20.116156	-3.409085
52459	20.503252	-2.624419
52460	20.890356	-1.838537
52461	21.277636	-1.051425
52462	21.665263	-0.263066
52463	22.067141	0.526442
52464	22.476901	1.31691
52465	22.887619	2.108699
52466	23.29906	2.902269
52467	23.71089	3.69816
52468	24.122642	4.497006
52469	24.533676	5.299563
52470	24.94312	6.106733
52471	25.349794	6.919603
52472	25.752097	7.739492
52473	26.147852	8.568012
52474	26.534078	9.407149
52475	26.906668	10.259367
52520	12.536529	-18.621521
52521	12.957628	-17.85815
52522	13.375219	-17.093711
52523	13.789512	-16.328206
52524	14.200712	-15.561639
52525	14.609019	-14.794011
52526	15.014629	-14.02532
52527	15.417733	-13.255565
52528	15.818519	-12.484743
52529	16.217173	-11.71285
52530	16.613875	-10.93988
52531	17.008805	-10.165826
52532	17.402139	-9.390682
52533	17.794053	-8.614438
52534	18.184718	-7.837086
52535	18.574306	-7.058615
52536	18.962987	-6.279015
52537	19.35093	-5.498273
52538	19.738304	-4.716377
52539	20.125276	-3.933315
52540	20.512016	-3.149072
52541	20.898691	-2.363634
52542	21.28547	-1.576986
52543	21.672524	-0.789113
52544	22.060022	0
52545	22.468965	0.790172
52546	22.878934	1.581464
52547	23.289734	2.374302
52548	23.70108	3.169181
52549	24.112575	3.966685
52550	24.523671	4.767502
52551	24.933621	5.572452
52552	25.341415	6.382515
52553	25.745687	7.198877
52554	26.14459	8.022977
52555	26.535611	8.856579
52556	26.915307	9.701861
52557	27.278932	10.561527
52600	12.536883	-19.143688
52601	12.95954	-18.379789
52602	13.378411	-17.6151
52603	13.793813	-16.849477
52604	14.205992	-16.082869
52605	14.615168	-15.315252
52606	15.021546	-14.546612
52607	15.425326	-13.776942
52608	15.8267	-13.006233
52609	16.225856	-12.234479
52610	16.62298	-11.461673
52611	17.018251	-10.687806
52612	17.411849	-9.912872
52613	17.80395	-9.136861
52614	18.194727	-8.359764
52615	18.584354	-7.58157
52616	18.972999	-6.802269
52617	19.360834	-6.021848
52618	19.748028	-5.240295
52619	20.134748	-4.457598
52620	20.521162	-3.673742
52621	20.90744	-2.888714
52622	21.293749	-2.102498
52623	21.68026	-1.315079
52624	22.067141	-0.526442
52625	22.461513	0.263406
52626	22.870697	1.054301
52627	23.280799	1.846524
52628	23.69158	2.640532
52629	24.102702	3.436863
52630	24.513694	4.236145
52631	24.923918	5.039125
52632	25.332506	5.846692
52633	25.73829	6.659914
52634	26.139697	7.480083
52635	26.534596	8.30877
52636	26.92009	9.147906
52637	27.292211	9.999876
52682	12.958816	-18.905393
52683	13.37993	-18.139247
52684	13.796949	-17.372837
52685	14.210423	-16.605761
52686	14.620684	-15.837858
52687	15.027992	-15.06905
52688	15.432573	-14.299292
52689	15.834636	-13.528558
52690	16.234381	-12.756829
52691	16.631998	-11.98409
52692	17.027675	-11.210327
52693	17.421593	-10.435529
52694	17.813932	-9.659685
52695	18.204869	-8.882783
52696	18.594577	-8.104812
52697	18.983228	-7.325759
52698	19.370994	-6.545613
52699	19.758043	-5.764359
52700	20.144545	-4.981985
52701	20.530669	-4.198478
52702	20.916583	-3.413821
52703	21.302454	-2.628001
52704	21.688453	-1.841003
52705	22.074749	-1.05281
52706	22.461513	-0.263406
52707	22.862933	0.527161
52708	23.272291	1.318877
52709	23.682439	2.112144
52710	24.093088	2.907454
52711	24.503838	3.705387
52712	24.914138	4.506624
52713	25.323246	5.311972
52714	25.730159	6.122399
52715	26.133531	6.939065
52716	26.53155	7.763379
52717	26.921765	8.597059
52718	27.30084	9.442215
52719	27.6642	10.30146
52764	13.378004	-18.66797
52765	13.797956	-17.899345
52766	14.213404	-17.13101
52767	14.625162	-16.362321
52768	15.033675	-15.592999
52769	15.439255	-14.822901
52770	15.842158	-14.051948
52771	16.24261	-13.280089
52772	16.64082	-12.507289
52773	17.036984	-11.733523
52774	17.431295	-10.958769
52775	17.823936	-10.183012
52776	18.215088	-9.406234
52777	18.604928	-8.628421
52778	18.993631	-7.849559
52779	19.38137	-7.069633
52780	19.768317	-6.288629
52781	20.15464	-5.506533
52782	20.54051	-4.72333
52783	20.926095	-3.939005
52784	21.311563	-3.153543
52785	21.697085	-2.366927
52786	22.082829	-1.579143
52787	22.468965	-0.790172
52788	22.855666	0
52789	23.264242	0.79131
52790	23.673698	1.583952
52791	24.083792	2.378383
52792	24.49418	3.175135
52793	24.904392	3.974832
52794	25.313787	4.778211
52795	25.721504	5.586148
52796	26.126391	6.399694
52797	26.526898	7.220111
52798	26.920942	8.048936
52799	27.305707	8.888044
52800	27.677355	9.739744
52801	28.03062	10.606896
52844	13.368096	-19.205008
52845	13.794839	-18.430858
52846	14.213847	-17.659714
52847	14.627926	-16.889363
52848	15.038139	-16.118971
52849	15.445047	-15.348151
52850	15.849023	-14.576699
52851	16.250358	-13.804495
52852	16.649297	-13.031465
52853	17.046062	-12.257556
52854	17.440857	-11.482731
52855	17.833878	-10.706961
52856	18.225314	-9.930221
52857	18.615348	-9.15249
52858	19.004158	-8.373751
52859	19.391921	-7.593984
52860	19.77881	-6.813174
52861	20.164997	-6.031304
52862	20.550654	-5.248358
52863	20.935948	-4.464319
52864	21.321051	-3.679171
52865	21.706131	-2.892899
52866	22.091357	-2.105484
52867	22.476901	-1.31691
52868	22.862933	-0.527161
52869	23.256679	0.263772
52870	23.665395	1.055899
52871	24.074863	1.849579
52872	24.484789	2.645304
52873	24.89477	3.443645
52874	25.304256	4.245279
52875	25.712505	5.051002
52876	26.118526	5.861765
52877	26.520992	6.678707
52878	26.918125	7.503206
52879	27.307534	8.336933
52880	27.685987	9.181939
52881	28.049075	10.040748
52924	13.029288	-20.464292
52925	13.335745	-19.759281
52926	13.782936	-18.970921
52927	14.209618	-18.193708
52928	14.627796	-17.420092
52929	15.040651	-16.647703
52930	15.449454	-15.875565
52931	15.85488	-15.103202
52932	16.257364	-14.330352
52933	16.65723	-13.556861
52934	17.054748	-12.782627
52935	17.450151	-12.007582
52936	17.843655	-11.231675
52937	18.235461	-10.454867
52938	18.625763	-9.677127
52939	19.014746	-8.89843
52940	19.402591	-8.118751
52941	19.789476	-7.33807
52942	20.175576	-6.556367
52943	20.561064	-5.773623
52944	20.946111	-4.989821
52945	21.330888	-4.204941
52946	21.715565	-3.418967
52947	22.100311	-2.631881
52948	22.485298	-1.843665
52949	22.870697	-1.054301
52950	23.256679	-0.263772
52951	23.657562	0.527931
52952	24.066344	1.320979
52953	24.475723	2.115817
52954	24.885354	2.912972
52955	25.294762	3.713063
52956	25.703311	4.516818
52957	26.110145	5.3251
52958	26.514124	6.138941
52959	26.913727	6.95958
52960	27.306916	7.788513
52961	27.690951	8.627566
52962	28.062124	9.478975
52963	28.415372	10.345501
53006	13.450741	-20.230677
53007	13.749303	-19.527149
53008	14.196087	-18.736306
53009	14.622566	-17.956296
53010	15.039967	-17.180296
53011	15.451699	-16.405884
53012	15.859202	-15.631987
53013	16.263251	-14.858059
53014	16.66434	-14.083788
53015	17.062829	-13.308985
53016	17.459009	-12.533526
53017	17.85313	-11.757325
53018	18.245418	-10.980318
53019	18.636081	-10.202458
53020	19.025317	-9.423706
53021	19.413315	-8.644031
53022	19.800258	-7.863404
53023	20.186327	-7.0818
53024	20.571698	-6.299198
53025	20.956545	-5.515575
53026	21.341041	-4.730912
53027	21.725356	-3.945188
53028	22.109663	-3.158385
53029	22.494132	-2.370483
53030	22.878934	-1.581464
53031	23.264242	-0.79131
53032	23.650228	0
53033	24.058274	0.792525
53034	24.467033	1.586604
53035	24.876211	2.382726
53036	25.2854	3.181458
53037	25.69405	3.983467
53038	26.101425	4.789541
53039	26.506543	5.600614
53040	26.908095	6.417805
53041	27.304339	7.242459
53042	27.692944	8.076208
53043	28.070774	8.92104
53044	28.433577	9.779397
53045	28.960613	10.527882
53086	13.52657	-20.715471
53087	13.869387	-19.996555
53088	14.16171	-19.294057
53089	14.607729	-18.501044
53090	15.033855	-17.718471
53091	15.450497	-16.940191
53092	15.861177	-16.163794
53093	16.267469	-15.388146
53094	16.670231	-14.612646
53095	17.070011	-13.836943
53096	17.467206	-13.060815
53097	17.862128	-12.284117
53098	18.255043	-11.506747
53099	18.646187	-10.72863
53100	19.035775	-9.949707
53101	19.424011	-9.169935
53102	19.811087	-8.389273
53103	20.197191	-7.607691
53104	20.582504	-6.82516
53105	20.967205	-6.041654
53106	21.351469	-5.257148
53107	21.73547	-4.471621
53108	22.11938	-3.685051
53109	22.503373	-2.897417
53110	22.887619	-2.108699
53111	23.272291	-1.318877
53112	23.657562	-0.527931
53113	24.050685	0.264163
53114	24.458763	1.057603
53115	24.867401	1.852831
53116	25.276249	2.650371
53117	25.684833	3.450836
53118	26.092518	4.254945
53119	26.498454	5.063548
53120	26.901517	5.877659
53121	27.300211	6.69849
53122	27.692542	7.527504
53123	28.075847	8.366477
53124	28.446539	9.217577
53125	28.79975	10.083468
53168	13.954086	-20.479368
53169	14.285837	-19.761806
53170	14.572987	-19.060017
53171	15.017988	-18.265062
53172	15.443622	-17.48013
53173	15.8595	-16.699677
53174	16.269181	-15.921345
53175	16.674333	-15.143968
53176	17.075886	-14.366903
53177	17.474436	-13.589765
53178	17.870413	-12.812307
53179	18.264151	-12.034364
53180	18.655931	-11.255818
53181	19.045999	-10.476583
53182	19.434579	-9.696592
53183	19.821878	-8.915792
53184	20.208096	-8.13414
53185	20.59342	-7.351599
53186	20.978037	-6.568137
53187	21.362126	-5.783723
53188	21.745864	-4.998333
53189	22.129426	-4.211941
53190	22.512987	-3.424523
53191	22.896721	-2.636058
53192	23.280799	-1.846524
53193	23.665395	-1.055899
53194	24.050685	-0.264163
53195	24.450953	0.528753
53196	24.858976	1.323217
53197	25.267379	2.119718
53198	25.675754	2.918822
53199	26.08355	3.721186
53200	26.490035	4.527587
53201	26.894237	5.338945
53202	27.294868	6.156358
53203	27.69022	6.981142
53204	28.078019	7.814886
53205	28.455222	8.659523
53206	28.81773	9.517415
53249	14.016651	-20.966229
53250	14.377839	-20.24265
53251	14.700447	-19.526352
53252	14.983153	-18.825039
53253	15.426956	-18.028317
53254	15.851977	-17.241202
53255	16.267076	-16.458679
53256	16.675795	-15.678469
53257	17.079866	-14.899393
53258	17.480277	-14.120777
53259	17.877669	-13.342211
53260	18.272498	-12.563424
53261	18.665122	-11.784234
53262	19.055834	-11.00451
53263	19.444892	-10.224154
53264	19.832527	-9.443091
53265	20.218953	-8.661262
53266	20.604372	-7.878617
53267	20.988977	-7.095114
53268	21.372955	-6.310718
53269	21.756489	-5.525397
53270	22.139758	-4.739121
53271	22.522938	-3.951863
53272	22.906205	-3.163598
53273	23.289734	-2.374302
53274	23.673698	-1.583952
53275	24.058274	-0.792525
53276	24.443636	0
53277	24.850982	0.793819
53278	25.258852	1.589422
53279	25.666894	2.387331
53280	26.074633	3.18815
53281	26.481435	3.992591
53282	26.886461	4.801491
53283	27.288597	5.615846
53284	27.686375	6.436845
53285	28.077847	7.265915
53286	28.46042	8.104784
53287	28.830623	8.955556
53288	29.183775	9.820805
53329	14.064881	-21.453042
53330	14.448492	-20.728556
53331	14.798579	-20.005327
53332	15.11344	-19.29014
53333	15.39223	-18.589133
53334	15.834706	-17.790783
53335	16.259009	-17.001634
53336	16.673309	-16.217141
53337	17.081093	-15.435113
53338	17.484133	-14.654372
53339	17.883464	-13.874227
53340	18.279761	-13.094243
53341	18.673509	-12.314134
53342	19.065083	-11.5337
53343	19.454792	-10.752799
53344	19.842903	-9.971322
53345	20.229655	-9.189187
53346	20.615268	-8.406327
53347	20.999948	-7.622688
53348	21.383892	-6.838224
53349	21.767289	-6.052895
53350	22.150325	-5.266665
53351	22.53318	-4.479504
53352	22.916032	-3.691381
53353	23.29906	-2.902269
53354	23.682439	-2.112144
53355	24.066344	-1.320979
53356	24.450953	-0.528753
53357	24.843458	0.264578
53358	25.250719	1.059413
53359	25.658323	1.856279
53360	26.065861	2.655735
53361	26.472783	3.458434
53362	26.878362	4.265141
53363	27.281637	5.076761
53364	27.681339	5.89437
53365	28.075794	6.719258
53366	28.462784	7.552973
53367	28.839356	8.397393
53368	29.201555	9.254807
53410	14.103523	-21.938095
53411	14.504591	-21.215548
53412	14.876292	-20.490017
53413	15.216807	-19.767373
53414	15.524966	-19.053137
53415	15.800237	-18.35231
53416	16.241294	-17.552442
53417	16.664792	-16.761392
53418	17.078274	-15.97502
53419	17.485144	-15.191235
53420	17.887196	-14.408868
53421	18.2855	-13.627217
53422	18.680762	-12.845831
53423	19.07349	-12.064409
53424	19.464076	-11.282738
53425	19.852843	-10.500664
53426	20.240068	-9.718069
53427	20.625997	-8.934864
53428	21.010856	-8.150975
53429	21.394855	-7.366343
53430	21.778194	-6.580919
53431	22.161067	-5.794657
53432	22.54366	-5.007521
53433	22.926157	-4.219475
53434	23.308737	-3.430489
53435	23.69158	-2.640532
53436	24.074863	-1.849579
53437	24.458763	-1.057603
53438	24.843458	-0.264578
53439	25.243028	0.529625
53440	25.650104	1.325589
53441	26.057316	2.123849
53442	26.464189	2.925003
53443	26.870092	3.729755
53444	27.274192	4.53893
53445	27.675392	5.353506
53446	28.072248	6.174646
53447	28.462856	7.003747
53448	28.844693	7.842491
53449	29.214399	8.692919
53450	29.567469	9.557518
53460	36.158407	16.013932
53492	14.550528	-21.701698
53493	14.939512	-20.976669
53494	15.300727	-20.250729
53495	15.63287	-19.528756
53496	15.935134	-18.815324
53497	16.207195	-18.11458
53498	16.646768	-17.313286
53499	17.069391	-16.520448
53500	17.482035	-15.732284
53501	17.888008	-14.9468
53502	18.28911	-14.162847
53503	18.686437	-13.379717
53504	19.080718	-12.596949
53505	19.472483	-11.814227
53506	19.862141	-11.031328
53507	20.250025	-10.248087
53508	20.636423	-9.464379
53509	21.021587	-8.680107
53510	21.405749	-7.895193
53511	21.789123	-7.109571
53512	22.171915	-6.323188
53513	22.554319	-5.535997
53514	22.936525	-4.747956
53515	23.318718	-3.959029
53516	23.70108	-3.169181
53517	24.083792	-2.378383
53518	24.467033	-1.586604
53519	24.850982	-0.793819
53520	25.235818	0
53521	25.642289	0.795191
53522	26.049069	1.592406
53523	26.455747	2.392197
53524	26.861777	3.195211
53525	27.266434	4.002202
53526	27.668769	4.81406
53527	28.067534	5.631843
53528	28.461086	6.45681
53529	28.847263	7.290473
53530	29.223199	8.134658
53531	29.585074	8.991581
53532	30.112289	9.736664
53538	34.101527	13.602087
53541	36.032636	15.549591
53542	36.677453	16.194775
53572	14.589215	-22.186126
53573	14.992254	-21.463271
53574	15.370389	-20.736716
53575	15.72229	-20.010737
53576	16.047019	-19.289446
53577	16.344024	-18.576687
53578	16.613124	-17.875953
53579	17.051171	-17.073311
53580	17.472861	-16.278784
53581	17.884651	-15.488907
53582	18.289742	-14.701782
53583	18.689928	-13.916284
53584	19.086322	-13.131705
53585	19.479674	-12.347575
53586	19.870531	-11.563568
53587	20.259316	-10.779452
53588	20.646374	-9.995053
