"Order"	"Family"	"Genus"	"Species"	"taxon"	"mn_long"	"mn_lat"	"mn_lat_abs"	"n_obs"	"md_density"	"HYP"	"FAL"	"FOL"	"FSF"	"FOT"	"MASSKG"	"massPHY"	"MASSALL"	"taxonPhy"
"Rodentia"	"Muridae"	"Archboldomys"	"luzonensis"	"Archboldomys luzonensis"	123.4	13.7	13.7	1	450	NA	NA	NA	NA	NA	0.0375	0.0354	0.0354	"Archboldomys_luzonensis_Centroid"
"Rodentia"	"Muridae"	"Arvicanthis"	"abyssinicus"	"Arvicanthis abyssinicus"	39.1	9.2	9.2	2	2000	NA	NA	NA	NA	NA	0.089	0.0771	0.0771	"Arvicanthis_abyssinicus_Centroid"
"Rodentia"	"Muridae"	"Arvicanthis"	"neumanni"	"Arvicanthis neumanni"	37.1	-6.2	6.2	29	400	NA	NA	NA	NA	NA	0.085	0.0951	0.0951	"Arvicanthis_neumanni_Centroid"
"Rodentia"	"Muridae"	"Gerbilliscus"	"leucogaster"	"Gerbilliscus leucogaster"	28.2	-18.2	18.2	4	102.5	NA	NA	NA	NA	NA	0.095	0.0728	0.0728	"Gerbilliscus_leucogaster_Centroid"
"Rodentia"	"Muridae"	"Gerbilliscus"	"robustus"	"Gerbilliscus robustus"	37.1	-6.2	6.2	35	400	NA	NA	NA	NA	NA	0.0965	0.096	0.096	"Gerbilliscus_robustus_Centroid"
"Rodentia"	"Muridae"	"Gerbillurus"	"paeba"	"Gerbillurus paeba"	15.2	-25	25	1	435	NA	NA	NA	NA	NA	0.0285	0.0233	0.0233	"Gerbillurus_paeba_Centroid"
"Rodentia"	"Muridae"	"Grammomys"	"dolichurus"	"Grammomys dolichurus"	30.4	-29.3	29.3	1	110	NA	NA	NA	NA	NA	0.0375	0.0412	0.0412	"Grammomys_dolichurus_Centroid"
"Rodentia"	"Muridae"	"Mastomys"	"natalensis"	"Mastomys natalensis"	37.1	-5.5	5.5	46	4300	NA	NA	NA	NA	NA	0.07	0.0364	0.0364	"Mastomys_natalensis_Centroid"
"Rodentia"	"Muridae"	"Meriones"	"unguiculatus"	"Meriones unguiculatus"	115.3	42	42	2	14560	NA	NA	NA	NA	NA	0.0805	0.0533	0.0533	"Meriones_unguiculatus_Centroid"
"Rodentia"	"Muridae"	"Micaelamys"	"namaquensis"	"Micaelamys namaquensis"	23.9	-26	26	6	875	NA	NA	NA	NA	NA	0.058	NA	0.058	"Micaelamys_namaquensis_Centroid"
"Rodentia"	"Muridae"	"Mus"	"mahomet"	"Mus mahomet"	39.1	9.2	9.2	3	3500	1	0	0	0	0	0.01	0.01	0.01	"Mus_mahomet_Centroid"
"Rodentia"	"Muridae"	"Mus"	"minutoides"	"Mus minutoides"	28.2	-18.2	18.2	2	10	1	0	0	0	0	0.00725	0.0068	0.0068	"Mus_minutoides_Centroid"
"Rodentia"	"Muridae"	"Mus"	"musculus"	"Mus musculus"	34.2	-15.8	15.8	3	4000	1	0	0	0	0	0.0135	0.0161	0.0161	"Mus_musculus_Centroid"
"Rodentia"	"Muridae"	"Myomyscus"	"verreauxii"	"Myomyscus verreauxii"	19.6	-33.8	33.8	2	3600	NA	NA	NA	NA	NA	0.045	0.041	0.041	"Myomyscus_verreauxii_Centroid"
"Rodentia"	"Muridae"	"Otomys"	"angoniensis"	"Otomys angoniensis"	28.2	-18.2	18.2	1	15	NA	NA	NA	NA	NA	0.14	0.1219	0.1219	"Otomys_angoniensis_Centroid"
"Rodentia"	"Muridae"	"Rattus"	"exulans"	"Rattus exulans"	-155.4	19.5	19.5	1	12900	1	0	0	0	0	0.06	0.0473	0.0473	"Rattus_exulans_Centroid"
"Rodentia"	"Muridae"	"Rattus"	"fuscipes"	"Rattus fuscipes"	148.1	-35.5	35.5	10	2300	1	0	0	0	0	0.156	0.133	0.133	"Rattus_fuscipes_Centroid"
"Rodentia"	"Muridae"	"Rattus"	"rattus"	"Rattus rattus"	29.1	18.5	18.5	6	1280	1	0	0	0	0	0.191	0.1783	0.1783	"Rattus_rattus_Centroid"
"Rodentia"	"Muridae"	"Rhabdomys"	"pumilio"	"Rhabdomys pumilio"	22.3	-32.7	32.7	4	4765	NA	NA	NA	NA	NA	0.061	0.0411	0.0411	"Rhabdomys_pumilio_Centroid"
"Rodentia"	"Muridae"	"Thallomys"	"paedulcus"	"Thallomys paedulcus"	28.2	-18.2	18.2	2	52.5	NA	NA	NA	NA	NA	0.082	0.0805	0.0805	"Thallomys_paedulcus_Centroid"
"Rodentia"	"Muridae"	"Zyzomys"	"argurus"	"Zyzomys argurus"	125.9	-14.9	14.9	4	390	NA	NA	NA	NA	NA	0.0525	0.036	0.036	"Zyzomys_argurus_Centroid"
"Rodentia"	"Nesomyidae"	"Cricetomys"	"emini"	"Cricetomys emini"	9.7	-2.2	2.2	1	0.6	NA	NA	NA	NA	NA	1.2	1.3	1.3	"Cricetomys_emini_Centroid"
"Rodentia"	"Nesomyidae"	"Saccostomus"	"campestris"	"Saccostomus campestris"	28.2	-18.2	18.2	2	12.5	NA	NA	NA	NA	NA	0.0575	0.0512	0.0512	"Saccostomus_campestris_Centroid"
"Rodentia"	"Nesomyidae"	"Saccostomus"	"mearnsi"	"Saccostomus mearnsi"	36.9	-0.3	0.3	1	2900	NA	NA	NA	NA	NA	0.0745	0.0455	0.0455	"Saccostomus_mearnsi_Centroid"
"Rodentia"	"Nesomyidae"	"Steatomys"	"pratensis"	"Steatomys pratensis"	28.2	-18.2	18.2	2	65	NA	NA	NA	NA	NA	0.0385	0.048	0.048	"Steatomys_pratensis_Centroid"
"Rodentia"	"Octodontidae"	"Octodon"	"degus"	"Octodon degus"	-70.7	-32.4	32.4	4	805	NA	NA	NA	NA	NA	0.215	0.21	0.21	"Octodon_degus_Centroid"
"Rodentia"	"Pedetidae"	"Pedetes"	"capensis"	"Pedetes capensis"	24.8	-28.9	28.9	1	5.77	NA	NA	NA	NA	NA	3	3.155	3.155	"Pedetes_capensis_Centroid"
"Rodentia"	"Sciuridae"	"Callosciurus"	"erythraeus"	"Callosciurus erythraeus"	139.6	35.3	35.3	1	500	NA	NA	NA	NA	NA	0.319	0.28	0.28	"Callosciurus_erythraeus_Centroid"
"Rodentia"	"Sciuridae"	"Callosciurus"	"prevostii"	"Callosciurus prevostii"	114	0	0	1	14.6	NA	NA	NA	NA	NA	0.349	0.3615	0.3615	"Callosciurus_prevostii_Centroid"
"Rodentia"	"Sciuridae"	"Cynomys"	"leucurus"	"Cynomys leucurus"	-105.7	41.3	41.3	5	959.5	2	0	0	0	1	1.199	0.9085	0.9085	"Cynomys_leucurus_Centroid"
"Rodentia"	"Sciuridae"	"Glaucomys"	"sabrinus"	"Glaucomys sabrinus"	-123.3	43.2	43.2	2	48.5	1	1	0	0	0	0.125	0.166	0.166	"Glaucomys_sabrinus_Centroid"
"Rodentia"	"Sciuridae"	"Marmota"	"sibirica"	"Marmota sibirica"	NA	NA	NA	7	0.176	NA	NA	NA	NA	NA	5.85	8	8	"Marmota_sibirica_Centroid"
"Rodentia"	"Sciuridae"	"Paraxerus"	"cepapi"	"Paraxerus cepapi"	28.2	-18.2	18.2	4	255	NA	NA	NA	NA	NA	0.171	0.18	0.18	"Paraxerus_cepapi_Centroid"
"Rodentia"	"Sciuridae"	"Paraxerus"	"palliatus"	"Paraxerus palliatus"	32	-28.7	28.7	2	323.5	NA	NA	NA	NA	NA	0.375	0.3093	0.3093	"Paraxerus_palliatus_Centroid"
"Rodentia"	"Sciuridae"	"Prosciurillus"	"murinus"	"Prosciurillus murinus"	125.5	3.5	3.5	2	90.4	NA	NA	NA	NA	NA	0.076	0.0729	0.0729	"Prosciurillus_murinus_Centroid"
"Rodentia"	"Sciuridae"	"Prosciurillus"	"rosenbergi"	"Prosciurillus rosenbergi"	125.5	3.5	3.5	2	117.3	NA	NA	NA	NA	NA	NA	NA	NA	"Prosciurillus_rosenbergi_Centroid"
"Rodentia"	"Sciuridae"	"Ratufa"	"affinis"	"Ratufa affinis"	114	0	0	1	5.2	NA	NA	NA	NA	NA	1.23	1.1563	1.1563	"Ratufa_affinis_Centroid"
"Rodentia"	"Sciuridae"	"Ratufa"	"indica"	"Ratufa indica"	76.3	12.7	12.7	5	4.8633	NA	NA	NA	NA	NA	2.01	1.06	1.06	"Ratufa_indica_Centroid"
"Rodentia"	"Sciuridae"	"Ratufa"	"macroura"	"Ratufa macroura"	77.3	10.3	10.3	3	66	NA	NA	NA	NA	NA	2.03	1.3271	1.3271	"Ratufa_macroura_Centroid"
"Rodentia"	"Sciuridae"	"Sciurus"	"carolinensis"	"Sciurus carolinensis"	139.6	35.3	35.3	1	690	1	0	0	0	0	0.6	0.5065	0.5065	"Sciurus_carolinensis_Centroid"
"Rodentia"	"Sciuridae"	"Sciurus"	"deppei"	"Sciurus deppei"	-89.6	17.2	17.2	2	17.22	1	0	0	0	0	0.246	0.19	0.19	"Sciurus_deppei_Centroid"
"Rodentia"	"Sciuridae"	"Sciurus"	"granatensis"	"Sciurus granatensis"	-48.4	12.2	12.2	9	50	1	0	0	0	0	0.33	0.25	0.25	"Sciurus_granatensis_Centroid"
"Rodentia"	"Sciuridae"	"Sciurus"	"griseus"	"Sciurus griseus"	-121.7	38.9	38.9	4	227.5	1	0	0	0	0	0.675	0.731	0.731	"Sciurus_griseus_Centroid"
"Rodentia"	"Sciuridae"	"Sciurus"	"vulgaris"	"Sciurus vulgaris"	-3.5	57.7	57.7	1	33	1	0	0	0	0	0.4	0.333	0.333	"Sciurus_vulgaris_Centroid"
"Rodentia"	"Sciuridae"	"Spermophilus"	"lateralis"	"Spermophilus lateralis"	-111.7	35.1	35.1	2	228.5	2	1	0	0	0	0.235	NA	0.235	"Spermophilus_lateralis_Centroid"
"Rodentia"	"Sciuridae"	"Spermophilus"	"parryii"	"Spermophilus parryii"	-138.1	61	61	61	55	2	1	0	0	0	0.754	NA	0.754	"Spermophilus_parryii_Centroid"
"Rodentia"	"Sciuridae"	"Spermophilus"	"richardsonii"	"Spermophilus richardsonii"	-114.2	51.8	51.8	2	2400	2	1	0	0	0	0.463	NA	0.463	"Spermophilus_richardsonii_Centroid"
"Rodentia"	"Sciuridae"	"Spermophilus"	"spilosoma"	"Spermophilus spilosoma"	-104	27.4	27.4	4	150	2	1	0	0	0	0.145	NA	0.145	"Spermophilus_spilosoma_Centroid"
"Rodentia"	"Sciuridae"	"Sundasciurus"	"hippurus"	"Sundasciurus hippurus"	114	0	0	1	0.5	NA	NA	NA	NA	NA	0.43	0.4063	0.4063	"Sundasciurus_hippurus_Centroid"
"Rodentia"	"Sciuridae"	"Tamias"	"amoenus"	"Tamias amoenus"	-120.8	47.9	47.9	2	158	1	1	0	0	0	0.0515	NA	0.0515	"Tamias_amoenus_Centroid"
"Rodentia"	"Sciuridae"	"Tamias"	"cinereicollis"	"Tamias cinereicollis"	-111.7	35.1	35.1	2	386.5	1	1	0	0	0	0.0635	NA	0.0635	"Tamias_cinereicollis_Centroid"
"Rodentia"	"Sciuridae"	"Tamias"	"minimus"	"Tamias minimus"	-111.8	41	41	7	100	1	1	0	0	0	0.0815	NA	0.0815	"Tamias_minimus_Centroid"
"Rodentia"	"Sciuridae"	"Tamias"	"striatus"	"Tamias striatus"	-87.1	40.3	40.3	2	565	1	1	0	0	0	0.154	0.1119	0.1119	"Tamias_striatus_Centroid"
"Rodentia"	"Sciuridae"	"Tamias"	"townsendii"	"Tamias townsendii"	-120.8	47.9	47.9	2	164	1	1	0	0	0	0.084	NA	0.084	"Tamias_townsendii_Centroid"
"Rodentia"	"Sciuridae"	"Tamias"	"umbrinus"	"Tamias umbrinus"	-111.8	41	41	8	250	1	1	0	0	0	0.0575	NA	0.0575	"Tamias_umbrinus_Centroid"
"Rodentia"	"Sciuridae"	"Tamiasciurus"	"douglasii"	"Tamiasciurus douglasii"	8.9	42	42	2	117.5	1	1	0	0	0	0.227	0.225	0.225	"Tamiasciurus_douglasii_Centroid"
"Rodentia"	"Sciuridae"	"Tamiasciurus"	"hudsonicus"	"Tamiasciurus hudsonicus"	-136.8	60.9	60.9	222	216.6666666667	1	1	0	0	0	0.211	0.2012	0.2012	"Tamiasciurus_hudsonicus_Centroid"
