Order	Genus	species	Taxon	Phyname	Family	V1	V2	HYP	AA	GO	SF	OT	BU	AL	OL	How scored	Notes	MASS	MASS_our	Mass_Phy	Mass_bm	Mass_Juha1	Mass_Juha2	Mass_Dam	Comments
Cetacea	Mesoplodon	stejnegeri	Mesoplodon stejnegeri	Mesoplodon_stejnegeri_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	4800	NA	NA	NA	NA	
Cetacea	Mesoplodon	traversii	Mesoplodon traversii	Mesoplodon_traversii_Centroid	Ziphiidae	Mesoplodon	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	2371.8	NA	NA	NA	NA	
Cetacea	Tasmacetus	shepherdi	Tasmacetus shepherdi	Tasmacetus_shepherdi_Centroid	Ziphiidae	Tasmacetus	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	2500	NA	NA	NA	NA	
Cetacea	Ziphius	cavirostris	Ziphius cavirostris	Ziphius_cavirostris_Centroid	Ziphiidae	Ziphius	Ziphiidae	NA	NA	NA	NA	NA	NA	NA	NA				NA	4775	NA	NA	NA	NA	
Perissodactyla	Equus	africanus	Equus africanus	Equus_africanus_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	by genus		275	275	275	NA	NA	NA	NA	
Perissodactyla	Equus	ferus	Equus ferus	Equus_ferus_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	by genus		200	200	200	NA	NA	NA	NA	
Perissodactyla	Equus	francisci	Equus francisci	Equus_francisci_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	by genus		370	370	367.6	NA	NA	NA	NA	
Perissodactyla	Equus	grevyi	Equus grevyi	Equus_grevyi_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	old scores		385	385	350	384	395.5	408.00035	390	
Perissodactyla	Equus	hemionus	Equus hemionus	Equus_hemionus_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	old scores		230	230	200	230	222.5	235.24807	NA	
Perissodactyla	Equus	hydruntinus	Equus hydruntinus	Equus_hydruntinus_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	by genus		277	277	227.1	NA	NA	NA	NA	
Perissodactyla	Equus	kiang	Equus kiang	Equus_kiang_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	old scores		275	275	250	275	345	281.13863	NA	
Perissodactyla	Equus	ovodovi	Equus ovodovi	Equus_ovodovi_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	by genus		277	277	227.1	NA	NA	NA	NA	
Perissodactyla	Equus	quagga	Equus quagga	Equus_quagga_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	old scores		310	310	175	313	287.5	400	NA	
Perissodactyla	Equus	zebra	Equus zebra	Equus_zebra_Centroid	Equidae	Equus	Equidae	3	0	0	0	1	0	0	1	old scores		260	260	240	260	288	282.46213	270	
Perissodactyla	Hippidion	devillei	Hippidion devillei	Hippidion_devillei_Centroid	Equidae	Hippidion	Equidae	3	0	0	0	1	0	0	1	from pictures		310	310	310.7	NA	NA	NA	NA	
Perissodactyla	Hippidion	principale	Hippidion principale	Hippidion_principale_Centroid	Equidae	Hippidion	Equidae	3	0	0	0	1	0	0	1	from pictures		510	510	511	NA	NA	NA	NA	
Perissodactyla	Ceratotherium	simum	Ceratotherium simum	Ceratotherium_simum_Centroid	Rhinocerotidae	Ceratotherium	Rhinocerotidae	3	0	0	0	1	0	0	1	old scores		2230	2230	2950	2230	2500	2285.93943	2220	
Perissodactyla	Coelodonta	antiquitatis	Coelodonta antiquitatis	Coelodonta_antiquitatis_Centroid	Rhinocerotidae	Coelodonta	Rhinocerotidae	3	0	0	0	1	0	0	1	from pictures		2700	2700	2692.6	NA	NA	NA	NA	
Perissodactyla	Dicerorhinus	sumatrensis	Dicerorhinus sumatrensis	Dicerorhinus_sumatrensis_Centroid	Rhinocerotidae	Dicerorhinus	Rhinocerotidae	1	0	1	0	0	0	1	1	old scores		1000	1000	1266.7	750	933	1046.15604	1120	
Perissodactyla	Diceros	bicornis	Diceros bicornis	Diceros_bicornis_Centroid	Rhinocerotidae	Diceros	Rhinocerotidae	2	0	1	0	0	0	1	1	old scores		900	900	1180.5	869	1310	995.94054	952	
Perissodactyla	Elasmotherium	sibiricum	Elasmotherium sibiricum	Elasmotherium_sibiricum_Centroid	Rhinocerotidae	Elasmotherium	Rhinocerotidae	3	0	0	0	1	0	0	1	from pictures		4000	4000	4100	NA	NA	NA	NA	
Perissodactyla	Rhinoceros	sondaicus	Rhinoceros sondaicus	Rhinoceros_sondaicus_Centroid	Rhinocerotidae	Rhinoceros	Rhinocerotidae	1	0	1	0	0	0	1	1	old scores		1400	1400	1750	1400	1600	1750	997	
Perissodactyla	Rhinoceros	unicornis	Rhinoceros unicornis	Rhinoceros_unicornis_Centroid	Rhinocerotidae	Rhinoceros	Rhinocerotidae	2	0	0	0	1	0	0	1	old scores		1600	1600	1602.3	1600	2205	1843.6558	1255	
Perissodactyla	Stephanorhinus	hemitoechus	Stephanorhinus hemitoechus	Stephanorhinus_hemitoechus_Centroid	Rhinocerotidae	Stephanorhinus	Rhinocerotidae	1	0	1	0	0	0	1	1	from pictures	check hyp	2900	2900	2943.2	NA	NA	NA	NA	
Perissodactyla	Stephanorhinus	kirchbergensis	Stephanorhinus kirchbergensis	Stephanorhinus_kirchbergensis_Centroid	Rhinocerotidae	Stephanorhinus	Rhinocerotidae	1	0	1	0	0	0	1	1	from pictures	check hyp	3600	3600	3630.9	NA	NA	NA	NA	
Perissodactyla	Tapirus	augustus	Tapirus augustus	Tapirus_augustus_Centroid	Tapiridae	Tapirus	Tapiridae	1	1	0	0	0	0	1	0	by genus		575	575	575.4	NA	NA	NA	NA	
Perissodactyla	Tapirus	bairdii	Tapirus bairdii	Tapirus_bairdii_Centroid	Tapiridae	Tapirus	Tapiridae	1	1	0	0	0	0	1	0	old scores		250	250	300	225	345	293.78159	300	
Perissodactyla	Tapirus	indicus	Tapirus indicus	Tapirus_indicus_Centroid	Tapiridae	Tapirus	Tapiridae	1	1	0	0	0	0	1	0	old scores		275	275	296.2	275	395	311.20919	NA	
Perissodactyla	Tapirus	merriami	Tapirus merriami	Tapirus_merriami_Centroid	Tapiridae	Tapirus	Tapiridae	1	1	0	0	0	0	1	0	by genus		320	320	317	NA	NA	NA	NA	
Perissodactyla	Tapirus	pinchaque	Tapirus pinchaque	Tapirus_pinchaque_Centroid	Tapiridae	Tapirus	Tapiridae	1	1	0	0	0	0	1	0	old scores		149	149	148.9	149	228	156.9234	NA	
Perissodactyla	Tapirus	rondoniensis	Tapirus rondoniensis	Tapirus_rondoniensis_Centroid	Tapiridae	Tapirus	Tapiridae	1	1	0	0	0	0	1	0	by genus		210	210	207.5	NA	NA	NA	NA	
Perissodactyla	Tapirus	terrestris	Tapirus terrestris	Tapirus_terrestris_Centroid	Tapiridae	Tapirus	Tapiridae	1	1	0	0	0	0	1	0	old scores		235	235	207.5	235	188.5	169.49664	175	
Perissodactyla	Tapirus	veroensis	Tapirus veroensis	Tapirus_veroensis_Centroid	Tapiridae	Tapirus	Tapiridae	1	1	0	0	0	0	1	0	by genus		275	275	275	NA	NA	NA	NA	
Primates	Archaeolemur	edwardsi	Archaeolemur edwardsi	Archaeolemur_edwardsi_Centroid	Archaeolemuridae	Archaeolemur	Archaeolemuridae	1	1	0	0	0	0	1	0	by genus		26.5	NA	26.5	NA	NA	NA	NA	
Primates	Archaeolemur	majori	Archaeolemur majori	Archaeolemur_majori_Centroid	Archaeolemuridae	Archaeolemur	Archaeolemuridae	1	1	0	0	0	0	1	0	pictures		18	NA	18	NA	NA	NA	NA	
Primates	Hadropithecus	stenognathus	Hadropithecus stenognathus	Hadropithecus_stenognathus_Centroid	Archaeolemuridae	Hadropithecus	Archaeolemuridae	1	1	0	0	0	0	1	0	by family		35	NA	35	NA	NA	NA	NA	
Primates	Callimico	goeldii	Callimico goeldii	Callimico_goeldii_Centroid	Callitrichidae	Callimico	Callitrichidae	1	0	0	0	0	1	0	0			0.533	0.533	0.5	0.533	0.5725	0.558	NA	
Primates	Callithrix	aurita	Callithrix aurita	Callithrix_aurita_Centroid	Callitrichidae	Callithrix	Callitrichidae	1	0	0	0	0	1	0	0			0.4	0.4	0.3	0.4	0.354	0.3862	NA	
Primates	Callithrix	flaviceps	Callithrix flaviceps	Callithrix_flaviceps_Centroid	Callitrichidae	Callithrix	Callitrichidae	1	0	0	0	0	1	0	0			0.406	0.406	0.3	0.406	0.3415	0.37297	NA	
Primates	Callithrix	geoffroyi	Callithrix geoffroyi	Callithrix_geoffroyi_Centroid	Callitrichidae	Callithrix	Callitrichidae	1	0	0	0	0	1	0	0			0.29	0.29	0.3	0.29	0.275	0.342	NA	
Primates	Callithrix	jacchus	Callithrix jacchus	Callithrix_jacchus_Centroid	Callitrichidae	Callithrix	Callitrichidae	1	0	0	0	0	1	0	0			0.29	0.29	0.3	0.29	0.4975	0.29021	0.241	
Primates	Callithrix	kuhlii	Callithrix kuhlii	Callithrix_kuhlii_Centroid	Callitrichidae	Callithrix	Callitrichidae	1	0	0	0	0	1	0	0			0.315	0.315	0.3	0.315	0.37	0.37499	NA	
Primates	Callithrix	penicillata	Callithrix penicillata	Callithrix_penicillata_Centroid	Callitrichidae	Callithrix	Callitrichidae	1	0	0	0	0	1	0	0			0.307	0.307	0.3	0.307	0.317	0.33998	NA	
Primates	Cebuella	pygmaea	Cebuella pygmaea	Cebuella_pygmaea_Centroid	Callitrichidae	Cebuella	Callitrichidae	1	0	0	0	0	1	0	0	by pictures, three cusps		0.1	NA	0.1	NA	NA	NA	NA	
Primates	Leontopithecus	caissara	Leontopithecus caissara	Leontopithecus_caissara_Centroid	Callitrichidae	Leontopithecus	Callitrichidae	1	0	0	0	0	1	0	0			0.57	0.57	0.6	0.57	0.6235	0.60401	NA	
Primates	Leontopithecus	chrysomelas	Leontopithecus chrysomelas	Leontopithecus_chrysomelas_Centroid	Callitrichidae	Leontopithecus	Callitrichidae	1	0	0	0	0	1	0	0			0.578	0.578	0.7	0.578	0.595	0.5728	NA	
Primates	Leontopithecus	chrysopygus	Leontopithecus chrysopygus	Leontopithecus_chrysopygus_Centroid	Callitrichidae	Leontopithecus	Callitrichidae	1	0	0	0	0	1	0	0			0.575	0.575	0.7	0.575	0.5	0.65612	NA	
Primates	Leontopithecus	rosalia	Leontopithecus rosalia	Leontopithecus_rosalia_Centroid	Callitrichidae	Leontopithecus	Callitrichidae	1	0	0	0	0	1	0	0			0.6	0.6	0.5	0.6	0.5805	0.59252	0.745	
Primates	Mico	acariensis	Mico acariensis	Mico_acariensis_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.5	NA	0.5	NA	NA	NA	NA	
Primates	Mico	argentatus	Mico argentatus	Mico_argentatus_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.4	NA	0.4	NA	NA	NA	NA	
Primates	Mico	chrysoleucos	Mico chrysoleucos	Mico_chrysoleucos_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.5	NA	0.5	NA	NA	NA	NA	
Primates	Mico	emiliae	Mico emiliae	Mico_emiliae_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.3	NA	0.3	NA	NA	NA	NA	
Primates	Mico	humeralifer	Mico humeralifer	Mico_humeralifer_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.3	NA	0.3	NA	NA	NA	NA	
Primates	Mico	humilis	Mico humilis	Mico_humilis_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.2	NA	0.2	NA	NA	NA	NA	
Primates	Mico	intermedius	Mico intermedius	Mico_intermedius_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.4	NA	0.4	NA	NA	NA	NA	
Primates	Mico	leucippe	Mico leucippe	Mico_leucippe_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.4	NA	0.4	NA	NA	NA	NA	
Primates	Mico	marcai	Mico marcai	Mico_marcai_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.3	NA	0.3	NA	NA	NA	NA	
Primates	Mico	mauesi	Mico mauesi	Mico_mauesi_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.4	NA	0.4	NA	NA	NA	NA	
Primates	Mico	melanurus	Mico melanurus	Mico_melanurus_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.3	NA	0.3	NA	NA	NA	NA	
Primates	Mico	nigriceps	Mico nigriceps	Mico_nigriceps_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.4	NA	0.4	NA	NA	NA	NA	
Primates	Mico	rondoni	Mico rondoni	Mico_rondoni_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.3	NA	0.3	NA	NA	NA	NA	
Primates	Mico	saterei	Mico saterei	Mico_saterei_Centroid	Callitrichidae	Mico	Callitrichidae	1	0	0	0	0	1	0	0	pictures, three cusps, uncertain		0.4	NA	0.4	NA	NA	NA	NA	
Primates	Saguinus	bicolor	Saguinus bicolor	Saguinus_bicolor_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.43	0.43	0.5	0.43	0.462	0.465	NA	
Primates	Saguinus	fuscicollis	Saguinus fuscicollis	Saguinus_fuscicollis_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.37	0.37	0.4	0.37	0.361	0.39399	0.387	
Primates	Saguinus	geoffroyi	Saguinus geoffroyi	Saguinus_geoffroyi_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.499	0.499	0.5	0.499	0.564	0.4925	NA	
Primates	Saguinus	imperator	Saguinus imperator	Saguinus_imperator_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.45	0.45	0.4	0.45	0.4025	0.40791	0.4	
Primates	Saguinus	inustus	Saguinus inustus	Saguinus_inustus_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.46	0.46	0.4	0.46	0.6065	0.803	NA	
Primates	Saguinus	labiatus	Saguinus labiatus	Saguinus_labiatus_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.501	0.501	0.6	0.501	0.47	0.50846	0.458	
Primates	Saguinus	leucopus	Saguinus leucopus	Saguinus_leucopus_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.49	0.49	0.4	0.49	0.368	0.45668	0.44	
Primates	Saguinus	martinsi	Saguinus martinsi	Saguinus_martinsi_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.5	0.5	0.6	0.35	NA	NA	NA	
Primates	Saguinus	melanoleucus	Saguinus melanoleucus	Saguinus_melanoleucus_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.563	0.563	0.5	0.563	NA	NA	NA	
Primates	Saguinus	midas	Saguinus midas	Saguinus_midas_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.5	0.5	0.5	0.5	0.4645	0.54056	0.315	
Primates	Saguinus	mystax	Saguinus mystax	Saguinus_mystax_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.525	0.525	0.6	0.525	0.5	0.55587	0.543	
Primates	Saguinus	niger	Saguinus niger	Saguinus_niger_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.5	0.5	0.6	0.355	0.293	NA	NA	
Primates	Saguinus	nigricollis	Saguinus nigricollis	Saguinus_nigricollis_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.411	0.411	0.5	0.411	0.4345	0.45	0.36	
Primates	Saguinus	oedipus	Saguinus oedipus	Saguinus_oedipus_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.411	0.411	0.4	0.411	0.5025	0.46204	0.6	
Primates	Saguinus	tripartitus	Saguinus tripartitus	Saguinus_tripartitus_Centroid	Callitrichidae	Saguinus	Callitrichidae	1	0	0	0	0	1	0	0			0.385	0.385	0.4	0.385	0.3935	0.38505	NA	
Primates	Alouatta	arctoidea	Alouatta arctoidea	Alouatta_arctoidea_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0	by genus		5.4	NA	5.4	NA	NA	NA	NA	
Primates	Alouatta	belzebul	Alouatta belzebul	Alouatta_belzebul_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0			6.4	6.4	6.4	6.4	6.4	6.15791	NA	
Primates	Alouatta	caraya	Alouatta caraya	Alouatta_caraya_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0			5.38	5.38	5.9	5.38	6.4775	5.57696	7.25	
Primates	Alouatta	discolor	Alouatta discolor	Alouatta_discolor_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0	by genus		6.3	NA	6.3	NA	NA	NA	NA	
Primates	Alouatta	guariba	Alouatta guariba	Alouatta_guariba_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0			5.54	5.54	5.6	5.54	6.5	5.18833	NA	
Primates	Alouatta	macconnelli	Alouatta macconnelli	Alouatta_macconnelli_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0			6	6	7.6	6	NA	NA	NA	
Primates	Alouatta	nigerrima	Alouatta nigerrima	Alouatta_nigerrima_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0			6.6	6.6	7.7	6.6	NA	NA	NA	
Primates	Alouatta	palliata	Alouatta palliata	Alouatta_palliata_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0			6.68	6.68	7.3	6.68	6.7965	6.57699	6.55	
Primates	Alouatta	pigra	Alouatta pigra	Alouatta_pigra_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0			8.92	8.92	7	8.92	8.945	7.17206	6.5	
Primates	Alouatta	sara	Alouatta sara	Alouatta_sara_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0			6.6	6.6	6.6	6.6	6.611	6.61104	NA	
Primates	Alouatta	seniculus	Alouatta seniculus	Alouatta_seniculus_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0			6.19	6.19	6.1	6.19	6.9125	6.39831	7.25	
Primates	Alouatta	ululata	Alouatta ululata	Alouatta_ululata_Centroid	Cebidae	Alouatta	Atelidae	1	0	0	0	0	1	0	0	by genus		6.7	NA	6.7	NA	NA	NA	NA	
Primates	Aotus	azarae	Aotus azarae	Aotus_azarae_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0			1.21	1.21	1	1.21	1	0.92957	0.873	
Primates	Aotus	brumbacki	Aotus brumbacki	Aotus_brumbacki_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0	by genus		0.8	NA	0.8	NA	NA	NA	NA	
Primates	Aotus	griseimembra	Aotus griseimembra	Aotus_griseimembra_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0	by genus		1	NA	1	NA	NA	NA	NA	
Primates	Aotus	jorgehernandezi	Aotus jorgehernandezi	Aotus_jorgehernandezi_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0	by genus		0.9	NA	0.9	NA	NA	NA	NA	
Primates	Aotus	lemurinus	Aotus lemurinus	Aotus_lemurinus_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0			0.874	0.874	0.9	0.874	0.9	0.86596	0.873	
Primates	Aotus	miconax	Aotus miconax	Aotus_miconax_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0			0.8	0.8	0.8	0.8	0.9	0.8	NA	
Primates	Aotus	nancymaae	Aotus nancymaae	Aotus_nancymaae_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0			0.787	0.787	0.8	0.787	0.6875	0.79103	0.788	
Primates	Aotus	nigriceps	Aotus nigriceps	Aotus_nigriceps_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0			0.95	0.95	1.1	0.95	1	1.057	0.873	
Primates	Aotus	trivirgatus	Aotus trivirgatus	Aotus_trivirgatus_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0			0.834	0.834	0.9	0.834	0.84	0.9124	0.96	
Primates	Aotus	vociferans	Aotus vociferans	Aotus_vociferans_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0			0.7	0.7	0.9	0.7	0.9365	0.87299	0.873	
Primates	Aotus	zonalis	Aotus zonalis	Aotus_zonalis_Centroid	Cebidae	Aotus	Aotidae	1	0	0	0	0	1	0	0	by genus		0.9	NA	0.9	NA	NA	NA	NA	
Primates	Ateles	belzebuth	Ateles belzebuth	Ateles_belzebuth_Centroid	Cebidae	Ateles	Atelidae	1	0	0	0	0	1	0	0			7.5	7.5	5	7.5	7.7	6.69242	6	
Primates	Ateles	chamek	Ateles chamek	Ateles_chamek_Centroid	Cebidae	Ateles	Atelidae	1	0	0	0	0	1	0	0			7	7	6	7	6.565	7.05392	NA	
Primates	Ateles	fusciceps	Ateles fusciceps	Ateles_fusciceps_Centroid	Cebidae	Ateles	Atelidae	1	0	0	0	0	1	0	0			7.76	7.76	9.1	7.76	7.5815	9.06794	NA	
Primates	Ateles	geoffroyi	Ateles geoffroyi	Ateles_geoffroyi_Centroid	Cebidae	Ateles	Atelidae	1	0	0	0	0	1	0	0			7	7	5.3	7.5	5.4175	7.5824	6	
Primates	Ateles	hybridus	Ateles hybridus	Ateles_hybridus_Centroid	Cebidae	Ateles	Atelidae	1	0	0	0	0	1	0	0			8.5	8.5	8.7	6	8.65	NA	NA	
Primates	Ateles	marginatus	Ateles marginatus	Ateles_marginatus_Centroid	Cebidae	Ateles	Atelidae	1	0	0	0	0	1	0	0			5.5	5.5	6	5.5	7.25	6.22928	NA	
Primates	Ateles	paniscus	Ateles paniscus	Ateles_paniscus_Centroid	Cebidae	Ateles	Atelidae	1	0	0	0	0	1	0	0			7.76	7.76	7.9	7.76	7.7675	8.69725	7	
Primates	Brachyteles	arachnoides	Brachyteles arachnoides	Brachyteles_arachnoides_Centroid	Cebidae	Brachyteles	Atelidae	1	0	0	0	0	1	0	0			10.8	10.8	13.5	10.8	10.95	10.53731	13.5	
Primates	Brachyteles	hypoxanthus	Brachyteles hypoxanthus	Brachyteles_hypoxanthus_Centroid	Cebidae	Brachyteles	Atelidae	1	0	0	0	0	1	0	0			8.5	8.5	8.9	13	12.25	NA	NA	
Primates	Caipora	bambuiorum	Caipora bambuiorum	Caipora_bambuiorum_Centroid	Cebidae	Caipora	Atelidae	1	0	0	0	0	1	0	0	pictures		20.5	NA	20.5	NA	NA	NA	NA	
Primates	Cebus	aequatorialis	Cebus aequatorialis	Cebus_aequatorialis_Centroid	Cebidae	Cebus	Cebidae	1	0	0	0	0	1	0	0	by genus		2.2	NA	2.2	NA	NA	NA	NA	
Primates	Cebus	albifrons	Cebus albifrons	Cebus_albifrons_Centroid	Cebidae	Cebus	Cebidae	1	0	0	0	0	1	0	0			2.7	2.7	2.6	2.7	2.71	2.50968	2.52	
Primates	Cebus	brunneus	Cebus brunneus	Cebus_brunneus_Centroid	Cebidae	Cebus	Cebidae	1	0	0	0	0	1	0	0	by genus		2.4	NA	2.4	NA	NA	NA	NA	
Primates	Cebus	capucinus	Cebus capucinus	Cebus_capucinus_Centroid	Cebidae	Cebus	Cebidae	1	0	0	0	0	1	0	0			3.1	3.1	2.7	3.1	2.615	3.00599	2.6	
Primates	Cebus	cesarae	Cebus cesarae	Cebus_cesarae_Centroid	Cebidae	Cebus	Cebidae	1	0	0	0	0	1	0	0	by genus		2.5	NA	2.5	NA	NA	NA	NA	
Primates	Cebus	cuscinus	Cebus cuscinus	Cebus_cuscinus_Centroid	Cebidae	Cebus	Cebidae	1	0	0	0	0	1	0	0	by genus		2.9	NA	2.9	NA	NA	NA	NA	
Primates	Cebus	kaapori	Cebus kaapori	Cebus_kaapori_Centroid	Cebidae	Cebus	Cebidae	1	0	0	0	0	1	0	0			3.05	3.05	2.6	3.05	2.8	3	NA	
Primates	Cebus	malitiosus	Cebus malitiosus	Cebus_malitiosus_Centroid	Cebidae	Cebus	Cebidae	1	0	0	0	0	1	0	0	by genus		2.5	NA	2.5	NA	NA	NA	NA	
Primates	Cebus	versicolor	Cebus versicolor	Cebus_versicolor_Centroid	Cebidae	Cebus	Cebidae	1	0	0	0	0	1	0	0	by genus		2.5	NA	2.5	NA	NA	NA	NA	
Primates	Lagothrix	cana	Lagothrix cana	Lagothrix_cana_Centroid	Cebidae	Lagothrix	Atelidae	1	0	0	0	0	1	0	0			8.5	8.5	6.4	8.5	12.325	NA	NA	
Primates	Lagothrix	lagotricha	Lagothrix lagotricha	Lagothrix_lagotricha_Centroid	Cebidae	Lagothrix	Atelidae	1	0	0	0	0	1	0	0			7.15	7.15	6.8	7.15	7.275	6.26369	6.8	
Primates	Lagothrix	lugens	Lagothrix lugens	Lagothrix_lugens_Centroid	Cebidae	Lagothrix	Atelidae	1	0	0	0	0	1	0	0			8.15	8.15	6	8.15	NA	NA	NA	
Primates	Lagothrix	poeppigii	Lagothrix poeppigii	Lagothrix_poeppigii_Centroid	Cebidae	Lagothrix	Atelidae	1	0	0	0	0	1	0	0			6	6	4.2	8.5	6.75	NA	NA	
Primates	Oreonax	flavicauda	Oreonax flavicauda	Oreonax_flavicauda_Centroid	Cebidae	Oreonax	Atelidae	1	0	0	0	0	1	0	0			8	8	6.8	10	8.15	8.22912	6.8	
Primates	Protopithecus	brasiliensis	Protopithecus brasiliensis	Protopithecus_brasiliensis_Centroid	Cebidae	Protopithecus	Atelidae	1	0	0	0	0	1	0	0	pictures, bad image thoug+AF0-		24.9	NA	24.9	NA	NA	NA	NA	
Primates	Saimiri	boliviensis	Saimiri boliviensis	Saimiri_boliviensis_Centroid	Cebidae	Saimiri	Cebidae	1	0	0	0	0	1	0	0			0.811	0.811	0.6	0.811	0.75	0.79945	0.8	
Primates	Saimiri	oerstedii	Saimiri oerstedii	Saimiri_oerstedii_Centroid	Cebidae	Saimiri	Cebidae	1	0	0	0	0	1	0	0			0.789	0.789	0.3	0.789	0.689	0.71418	0.665	
Primates	Saimiri	sciureus	Saimiri sciureus	Saimiri_sciureus_Centroid	Cebidae	Saimiri	Cebidae	1	0	0	0	0	1	0	0			0.721	0.721	0.7	0.721	0.8825	0.74947	0.665	
Primates	Saimiri	ustus	Saimiri ustus	Saimiri_ustus_Centroid	Cebidae	Saimiri	Cebidae	1	0	0	0	0	1	0	0			0.86	0.86	1	0.86	0.8995	0.88647	NA	
Primates	Saimiri	vanzolinii	Saimiri vanzolinii	Saimiri_vanzolinii_Centroid	Cebidae	Saimiri	Cebidae	1	0	0	0	0	1	0	0			0.8	0.8	0.8	0.8	0.89	0.78377	NA	
